FID,Geometric_Location
Floodplain.1,"MULTIPOLYGON (((1346593.244521269 572403.5626750761, 1346592.250123904 572448.6032227421, 1346591.7556134353 572448.5115731331, 1346590.8057813602 572448.6937452912, 1346588.4302940492 572449.6064722585, 1346587.00550442 572449.970799085, 1346585.485615826 572450.2129130424, 1346583.9662298989 572450.1498322034, 1346582.4472767722 572449.9036373807, 1346580.8808090985 572449.5352957156, 1346579.7892014433 572449.1675925949, 1346578.7451854467 572448.799627479, 1346577.6064611175 572448.1877039446, 1346576.5150353494 572447.5144707704, 1346575.4715846265 572446.7195580669, 1346574.6654071382 572445.9246330071, 1346573.527765227 572444.5799110606, 1346572.4850062828 572443.1739454917, 1346571.6322846315 572441.7075244212, 1346571.063910729 572440.5466798114, 1346570.6383249762 572439.3249928751, 1346570.3547665381 572438.2255703512, 1346570.1663769179 572437.1262798806, 1346570.0727931685 572436.0881546219, 1346570.1216695413 572434.989179789, 1346570.2653168542 572434.0124105957, 1346570.598938845 572433.0969386644, 1346571.169791906 572432.2428227834, 1346571.835778847 572431.4498793558, 1346573.4999570677 572429.6816397496, 1346575.4971920077 572427.4248757904, 1346576.4958582409 572426.2050972029, 1346577.5421438124 572424.9243442295, 1346578.73143432 572423.2161784727, 1346579.7782225315 572421.6302307028, 1346580.3491454357 572420.6540339846, 1346581.9678690755 572417.4811718849, 1346582.586411303 572416.444000787, 1346583.252537938 572415.4068957125, 1346583.966179127 572414.4919374682, 1346584.7742981683 572413.6381372034, 1346585.6774812525 572412.9675902049, 1346586.4853485706 572412.5414008035, 1346588.1478092773 572412.0549879638, 1346589.097738861 572411.6900225561, 1346589.9056483493 572411.2024647266, 1346590.714060485 572410.4097120976, 1346591.3326027025 572409.3725409782, 1346591.9039933106 572408.1521898607, 1346592.4287349412 572406.4434639334, 1346593.2396610593 572403.5747103735, 1346593.244521269 572403.5626750761)), ((1346592.0717837445 572456.6810062719, 1346591.1487167918 572498.4905723475, 1346590.929379341 572498.8227690404, 1346590.358596058 572499.5548041055, 1346589.502529537 572500.4695714627, 1346588.6469729405 572501.0788159894, 1346587.7923169024 572501.2607921425, 1346587.0803305942 572501.0156762645, 1346586.3212974868 572500.4042591542, 1346585.7051995024 572499.48751007, 1346585.0894994 572498.4486874146, 1346584.5687798222 572497.1658279363, 1346584.143271235 572495.8217321013, 1346583.9073322022 572494.6613351365, 1346582.8704251796 572488.79850802, 1346582.7303045937 572487.0885586648, 1346582.87492238 572485.5624402513, 1346583.161644597 572484.036177416, 1346583.638662264 572482.5715471304, 1346584.3050335087 572481.1071592204, 1346585.114528165 572479.5816082159, 1346586.970483143 572476.4701022153, 1346587.874483329 572474.9449967904, 1346588.5411199576 572473.60236891, 1346589.1601649406 572472.2600030277, 1346589.6844040474 572470.8564719122, 1346590.2565142377 572468.9643555474, 1346590.6865272382 572467.0720555768, 1346591.0689907477 572465.1186491732, 1346591.3085962473 572463.3481659028, 1346592.0717837445 572456.6810062719)))"
Floodplain.2,"MULTIPOLYGON (((1346620.2756759732 572326.1435847867, 1346621.9807161198 572326.1812281404, 1346621.9293711022 572328.5068792863, 1346621.1652543359 572327.4716718297, 1346620.2756759732 572326.1435847867)), ((1346621.212799612 572360.9636537418, 1346620.0076576795 572415.5498688904, 1346619.0476592667 572459.0323302815, 1346617.8082303111 572459.9642317886, 1346616.5720398016 572461.0616067178, 1346615.5734782603 572462.0982641075, 1346614.6700855305 572463.1350535596, 1346612.0544201185 572466.2455394706, 1346611.1982837792 572467.2823877047, 1346610.2947862563 572468.5022983698, 1346607.2025287407 572472.8946286198, 1346606.1085189302 572474.4194772196, 1346605.0622681745 572475.6391897927, 1346602.9221400747 572478.1399173312, 1346602.0183843807 572479.2377399175, 1346599.3549947925 572482.592321345, 1346598.3562585756 572483.9341807483, 1346597.4047016462 572485.3985077711, 1346596.5955771608 572486.8626976166, 1346595.8335970347 572488.5103954939, 1346594.452034283 572491.8666944688, 1346593.7852928222 572493.3924435774, 1346593.070974192 572494.9177986379, 1346592.3570112637 572496.382448549, 1346591.4526131488 572498.0296275452, 1346591.1487167918 572498.4905723475, 1346592.0717837445 572456.6810062719, 1346592.0771125513 572456.632881698, 1346592.268951739 572455.1678624729, 1346592.7955302848 572451.9935324371, 1346592.939687512 572450.711240386, 1346592.9413075119 572449.6122067436, 1346592.7047886557 572448.8794134342, 1346592.4200852 572448.6345421135, 1346592.250123904 572448.6032227421, 1346593.244521269 572403.5626750761, 1346593.6209023488 572402.598264029, 1346594.0494000248 572401.6218764572, 1346594.573031589 572400.7066613389, 1346595.238725415 572399.8526702237, 1346596.1420481848 572398.9379615722, 1346597.045301101 572398.1453337272, 1346597.9960962667 572397.414140337, 1346600.2771341056 572395.8295159196, 1346600.8478052719 572395.280930034, 1346601.3233497886 572394.6708436887, 1346601.7993620168 572393.816602944, 1346602.1806032935 572392.8401565903, 1346603.038171104 572390.46010581, 1346603.6575788774 572389.0567066987, 1346604.2766309455 572387.7140127368, 1346604.9904816467 572386.4328120145, 1346605.561334663 572385.5786960692, 1346606.226958628 572384.8467857393, 1346606.940020075 572384.3594310953, 1346607.224975256 572384.1766915099, 1346608.1751702535 572383.9334861075, 1346608.8397467902 572383.8733337986, 1346609.5046164307 572383.8742291467, 1346610.0742474077 572383.9970732697, 1346610.5962939782 572384.119851363, 1346611.5454692342 572384.4876915878, 1346612.2102690286 572384.6106677456, 1346612.5904628637 572384.3059794005, 1346612.828741374 572383.6955774053, 1346612.924769287 572382.779782549, 1346612.9264241075 572381.6197084942, 1346612.8823239459 572378.9942923165, 1346612.9317450232 572377.5287542255, 1346613.0759647335 572376.124709365, 1346613.3153604951 572374.7204685207, 1346613.6495548864 572373.3777209129, 1346614.2209105159 572372.218410153, 1346614.9346215099 572371.1813710256, 1346615.7903598389 572370.2665963017, 1346617.596935488 572368.5592597075, 1346618.3102413716 572367.6446221761, 1346618.7385644037 572366.9734366057, 1346619.0244622247 572366.3020602154, 1346619.4058082292 572365.1424926087, 1346619.6923134353 572363.9828001937, 1346620.1688980977 572362.7012838032, 1346620.7399256916 572361.5419657832, 1346621.072940219 572361.1148098096, 1346621.212799612 572360.9636537418)))"
Floodplain.3,"MULTIPOLYGON (((1346619.0476592667 572459.0323302815, 1346620.0076576795 572415.5498688904, 1346698.0091499814 572417.2719696312, 1346697.6336344825 572418.1228501872, 1346697.0620968938 572419.5876911719, 1346696.5854422732 572420.9912885127, 1346695.7747678037 572423.432431527, 1346695.2985736441 572424.5922024657, 1346694.5366357819 572426.1785321595, 1346693.679884794 572427.7040246448, 1346692.728335159 572429.1680238904, 1346690.8728828973 572431.9743355712, 1346689.3982391837 572433.9873147749, 1346687.1138985418 572437.8917596932, 1346686.400145242 572438.9901673219, 1346685.4490982338 572440.1489717067, 1346684.4505715827 572441.1245888245, 1346683.3576790849 572441.8555986944, 1346682.2650587526 572442.0986132555, 1346681.1728784586 572442.1581857898, 1346680.0336163936 572441.9124974797, 1346678.9423787813 572441.4834331786, 1346677.9457165713 572440.9327336198, 1346677.3289760908 572440.5653409974, 1346676.5227563065 572439.8317842953, 1346675.8117475165 572439.0369912183, 1346674.2947008095 572437.2031113582, 1346673.7728637483 572436.714090738, 1346673.3933122023 572436.4694226091, 1346672.966469337 572436.2857361167, 1346672.3968033895 572436.2239323788, 1346671.9690250882 572436.5285547032, 1346672.0156391396 572437.0779699805, 1346672.2045663854 572437.8110253339, 1346672.9143181664 572439.6438189954, 1346673.2926476246 572440.8654472781, 1346673.5281190667 572442.2699987368, 1346673.573936576 572443.6135881845, 1346673.3821672804 572444.9565267464, 1346672.9055824708 572446.2380432134, 1346672.144649869 572447.2139831798, 1346671.1942801303 572447.7623906324, 1346670.0543408082 572448.1270992088, 1346668.7720810398 572448.3084957093, 1346667.395120175 572448.2456057392, 1346666.018264087 572447.9995945375, 1346662.5056793333 572447.2010363125, 1346661.5563570762 572447.0776856708, 1346660.6066369487 572447.0764086217, 1346659.0871737828 572447.135736663, 1346657.6624189655 572447.4390231442, 1346656.5697011203 572447.8648309028, 1346655.5241276505 572448.4741467024, 1346653.2431244699 572449.9977307502, 1346650.7244995658 572451.5817042883, 1346649.4412622075 572452.3127780154, 1346646.4004437684 572454.0184630645, 1346645.4501162153 572454.5055020584, 1346644.4522668729 572454.8707222134, 1346642.3148484156 572455.5392897215, 1346640.9372729145 572455.9650438069, 1346639.464898778 572456.3293046466, 1346637.992552329 572456.6328530923, 1346636.5678324641 572456.8750991335, 1346635.0955631214 572457.0562387295, 1346633.623363631 572457.1152975067, 1346632.1990765724 572457.1744295458, 1346631.2493914014 572457.1121120659, 1346626.6440468214 572456.800729948, 1346625.2194666858 572456.7988143332, 1346623.652314389 572457.0411975486, 1346622.0847365311 572457.4663667323, 1346620.6118525255 572458.1361503808, 1346619.186483079 572458.9280808718, 1346619.0476592667 572459.0323302815)), ((1346726.5743167652 572417.9026249797, 1346733.698879675 572418.0599194443, 1346733.4939405832 572427.3425164477, 1346732.664490593 572426.4125243312, 1346731.5740349204 572425.1899418421, 1346730.4839843558 572423.8449577417, 1346729.677946354 572422.8058709218, 1346728.87223637 572421.7667913436, 1346727.8299375933 572420.1169992015, 1346726.8824868698 572418.4670038524, 1346726.5743167652 572417.9026249797)))"
Floodplain.4,"POLYGON ((1347064.6008532105 572576.9075177104, 1347150.5883358254 572578.8059356362, 1347148.8972303628 572655.4032312916, 1347148.7282742998 572655.2669169222, 1347147.4472358678 572654.4713526244, 1347144.7903530812 572652.8190587647, 1347143.4621280974 572651.9013547713, 1347142.229106929 572650.9227424002, 1347141.3753371984 572650.1280786723, 1347138.8624998035 572647.3769412233, 1347137.8191603739 572646.3985784969, 1347136.5861392196 572645.4199661319, 1347133.929724204 572643.5235177417, 1347132.6487905856 572642.5448321177, 1347131.4630258558 572641.5662785531, 1347130.3248732619 572640.5270785845, 1347129.2343545211 572639.4262481593, 1347125.962986171 572635.7584982441, 1347125.0619672707 572634.9634477432, 1347124.0661075015 572634.1682724215, 1347122.0736199005 572632.7613566762, 1347121.1249045269 572632.149689527, 1347120.4605443366 572631.8432710551, 1347119.8433634634 572631.6593203036, 1347119.0363960753 572631.658241264, 1347118.3709883648 572632.0235812899, 1347117.8955133066 572632.5115871128, 1347117.4676299242 572632.9993309467, 1347117.039774234 572633.426362344, 1347116.6596848823 572633.5479294973, 1347116.137275013 572633.4861844588, 1347115.5204221641 572633.3022409397, 1347114.9036813453 572632.9348480544, 1347113.9074514022 572632.2010339712, 1347111.7258968093 572630.3052242262, 1347110.4452912442 572629.3265458834, 1347109.2590238745 572628.6531873719, 1347108.072679396 572628.1022377805, 1347106.886307236 572627.6120006226, 1347105.6523084657 572627.1830658966, 1347102.5673954682 572626.2630058207, 1347101.0961727127 572625.772386974, 1347099.7674029544 572625.2212465503, 1347098.723525966 572624.6091193324, 1347097.7748455515 572623.9364117554, 1347096.8262073095 572623.2023357045, 1347096.0200991575 572622.2853291505, 1347095.3568141884 572621.2464397871, 1347094.8360593102 572620.0246199267, 1347094.458127611 572618.680917257, 1347094.0813831417 572616.4212943052, 1347093.7978667351 572615.2605025345, 1347093.467086666 572614.0999800065, 1347093.088722146 572612.9393914395, 1347092.5207806998 572611.595431905, 1347091.8579983904 572610.2513475528, 1347091.1000122703 572608.9681716085, 1347089.678853205 572606.4626569564, 1347088.9207972253 572605.3015619105, 1347088.1624132264 572604.14045962, 1347087.5466079048 572603.2847576614, 1347086.835270746 572602.4899568479, 1347084.89145009 572600.3503083627, 1347083.9906058658 572599.2500556892, 1347083.2800993936 572598.1500671253, 1347082.6641406952 572596.9891556976, 1347081.4804986932 572594.6063729088, 1347080.8648680074 572593.4454687256, 1347080.3435405858 572592.6509248045, 1347079.822213172 572591.8563808742, 1347078.921299084 572590.8782091175, 1347077.3565202656 572589.2887519704, 1347075.4597464593 572587.5154050019, 1347074.8435010838 572586.8431451861, 1347074.0849773793 572585.9262047259, 1347072.5679299457 572584.0923238116, 1347071.8569557413 572583.2364898333, 1347071.0508126656 572582.3805238048, 1347069.912702292 572581.2799555244, 1347068.7269725518 572580.2403616695, 1347065.0747955316 572577.3659451205, 1347064.6008532105 572576.9075177104))"
Floodplain.5,"POLYGON ((1347491.0435537032 572833.2572642942, 1347645.6211613144 572836.6700288099, 1347644.5587447325 572884.791066432, 1347644.457116793 572884.7861972534, 1347643.1277108875 572884.7840854255, 1347638.664247801 572884.8391286307, 1347635.1981604833 572884.7734341202, 1347633.8211279325 572884.8326247764, 1347632.5388664405 572885.0140212341, 1347631.3041195488 572885.3175647208, 1347630.2113929228 572885.7437008371, 1347629.5463476577 572886.0480077775, 1347629.0233298906 572886.4745793291, 1347628.2625358403 572887.2063584309, 1347627.5492985626 572887.9989160509, 1347626.7884695688 572888.7917356384, 1347625.6478789514 572889.7061296637, 1347624.317348337 572890.4981857913, 1347622.8440715414 572891.289715793, 1347621.228725059 572892.0203496912, 1347619.5661293643 572892.7505967764, 1347617.80839242 572893.4199993046, 1347614.2929607288 572894.6974358534, 1347610.7775989205 572895.852791391, 1347609.0202671324 572896.3997921429, 1347607.3574759518 572896.8861980069, 1347605.6477985196 572897.3111838016, 1347603.8906414425 572897.5529820756, 1347602.0858999027 572897.7947143168, 1347600.281556254 572897.9143728188, 1347598.4772475606 572897.9729908227, 1347596.6729738025 572897.9705683317, 1347594.868700055 572897.9681458375, 1347593.0644612508 572897.9046828515, 1347591.260264628 572897.779851358, 1347589.7885309837 572897.5947551614, 1347588.1743719405 572897.4094681022, 1347586.607874504 572897.1018380701, 1347585.041732781 572896.7335028185, 1347583.5229246395 572896.2428173494, 1347581.9569226988 572895.6303201362, 1347580.438582342 572894.8954799562, 1347578.9675333865 572894.0996580755, 1347577.4968823388 572893.1817624676, 1347576.0738157579 572892.2639328926, 1347574.6504561084 572891.2850555901, 1347573.1802728462 572890.1230052683, 1347570.2872326614 572887.6768824626, 1347566.0665117512 572883.9464912259, 1347563.268284809 572881.561205754, 1347560.5648216794 572879.2984541208, 1347554.019574851 572874.0386245842, 1347552.5022122883 572872.75410653, 1347546.5738885873 572867.556139822, 1347543.8232039844 572865.2322889973, 1347539.93390574 572862.1130641692, 1347538.5109091057 572861.073153711, 1347537.0403279932 572860.0331772171, 1347535.5696770106 572859.115281704, 1347534.0513716822 572858.3194011298, 1347532.9601678236 572857.8292955791, 1347529.4010349575 572856.3592387767, 1347523.8488132919 572853.9702538014, 1347522.33043811 572853.2964542143, 1347520.8120906206 572852.5619421598, 1347519.3410417729 572851.7661204044, 1347517.9179403463 572850.9093314373, 1347516.6369362925 572850.0527261005, 1347512.8423043934 572847.2388286659, 1347511.5140788364 572846.3211240674, 1347510.138233878 572845.4643939007, 1347508.525157554 572844.5463075738, 1347503.6382670237 572841.9143915538, 1347501.9776062495 572840.9962392004, 1347500.4117863947 572840.078211686, 1347498.84629456 572839.1601913979, 1347497.3756785805 572838.1812554724, 1347495.8578410915 572837.1412202729, 1347494.4345165044 572836.1013026526, 1347493.0115548722 572835.0003518064, 1347491.6838043637 572833.8381645243, 1347491.0435537032 572833.2572642942))"
Floodplain.6,"MULTIPOLYGON (((1348143.8937510613 572978.4869508344, 1348149.5274803732 572978.6113322232, 1348148.9573297084 572979.9984281498, 1348148.6717940911 572980.6087725639, 1348148.2435820687 572981.0965097826, 1348147.625757927 572981.4619162873, 1348146.9135954948 572981.5220025361, 1348146.2016077382 572981.2768861204, 1348145.4904928831 572980.6652129549, 1348144.7319332645 572979.80931163, 1348144.0210978915 572978.7093141928, 1348143.8937510613 572978.4869508344)), ((1348159.7472458482 572978.8369640101, 1348239.988941447 572980.608537546, 1348239.166554307 573017.8577433217, 1348238.6445764988 573017.6128837556, 1348237.2685555313 573017.0613555505, 1348235.5600990218 573016.5093795904, 1348233.803660111 573016.0794114468, 1348229.4365499888 573015.218665259, 1348228.1552230574 573014.9117520719, 1348226.8736452127 573014.4824225369, 1348225.6872713433 573013.9921845235, 1348224.3589397203 573013.2576007347, 1348223.0778573498 573012.5234037619, 1348221.8920211226 573011.6669297572, 1348220.753839274 573010.6884407067, 1348217.1969802843 573007.5693330789, 1348216.1538975937 573006.7130571816, 1348215.0152479887 573005.978723068, 1348213.544560744 573005.1218673656, 1348212.0262191186 573004.3870267059, 1348210.4602508065 573003.7134885729, 1348207.233124722 573002.4266647695, 1348206.189071579 573002.1197392566, 1348204.9074515991 573001.7517782993, 1348203.6733884346 573001.4445959, 1348201.0150629384 573001.1358329444, 1348199.4957858096 573000.8893021313, 1348197.929607907 573000.5820072463, 1348196.4580200992 573000.1524208465, 1348195.0343725202 572999.6621952048, 1348193.7531926306 572999.1107918633, 1348192.6145430584 572998.3764577712, 1348191.7611074573 572997.581472096, 1348191.002582732 572996.6645301692, 1348190.2916774494 572995.6866137342, 1348188.586098385 572992.997599187, 1348187.0698796485 572990.858527152, 1348186.3590093025 572989.8195701976, 1348185.696191225 572988.5365243725, 1348185.1282490804 572987.1925628274, 1348184.512624865 572986.0313288566, 1348183.7541700073 572984.9923058755, 1348183.0902694247 572984.4420600361, 1348182.2835177502 572984.0744096934, 1348181.3341586564 572984.0120991983, 1348180.3843667328 572984.1329030751, 1348179.481656625 572984.5589684196, 1348178.9586662163 572984.9248277912, 1348178.293117806 572985.5343304264, 1348177.7223332792 572986.2663669765, 1348177.1034266087 572987.3645734822, 1348176.6272734657 572988.4629780736, 1348176.2931828666 572989.6226068118, 1348176.1018457885 572990.7824336573, 1348176.147810151 572991.8815356425, 1348176.2886504414 572992.9197219228, 1348176.4775430036 572993.7138193295, 1348176.666582553 572994.2634265665, 1348176.6660449111 572994.6296625393, 1348176.3811589684 572994.6903213639, 1348175.9066958344 572994.5676089275, 1348175.3372034316 572994.2006022715, 1348174.673345041 572993.5889878757, 1348173.914750462 572992.7941270397, 1348172.1608673665 572990.7768131827, 1348169.269410008 572987.2926933276, 1348167.2780793856 572985.0305664096, 1348166.092815803 572983.7468159829, 1348164.9075245254 572982.5237780663, 1348163.6745716333 572981.4230832233, 1348162.3939643558 572980.4444034139, 1348161.445254963 572979.8324073234, 1348159.7472458482 572978.8369640101)))"
Floodplain.7,"MULTIPOLYGON (((1347674.7702170731 572893.2943312143, 1347685.899572994 572893.5400455116, 1347685.7537702536 572893.5739106885, 1347684.234207386 572893.8160319792, 1347682.7146794605 572893.9971127657, 1347681.1948934009 572894.0561053237, 1347679.438203944 572894.0537489265, 1347677.7767955046 572893.868075085, 1347676.1626712272 572893.6217475552, 1347674.7702170731 572893.2943312143)), ((1347729.212184407 572894.4963024884, 1347881.4956745615 572897.8584168552, 1347880.7059477847 572898.1763801686, 1347879.280652964 572898.8459027846, 1347875.0989874841 572901.343568316, 1347873.5308271572 572902.1963423649, 1347872.1055323412 572902.8658649565, 1347870.680300159 572903.4136345431, 1347869.397898552 572903.8391931825, 1347868.1152038733 572904.203704061, 1347866.7852876557 572904.507115638, 1347863.793410498 572904.9917452796, 1347860.7539560983 572905.4759808639, 1347857.762156077 572905.8382014511, 1347855.8626428982 572905.9577280527, 1347854.0583336367 572906.0163462033, 1347846.841383373 572905.7621667141, 1347845.0370741345 572905.8207848647, 1347843.185152715 572905.9400494681, 1347841.3331469467 572906.1820511293, 1347839.4807854635 572906.4847580498, 1347835.7287361762 572907.2121940926, 1347826.4196088677 572909.3974506486, 1347822.6199329607 572910.1861891479, 1347820.7203150499 572910.4888372466, 1347819.2480084018 572910.7310174018, 1347817.7757716232 572910.8511165425, 1347816.3038628742 572910.9712229248, 1347815.116839937 572911.0306705192, 1347813.9771433442 572910.9680958872, 1347812.0781052732 572910.843139637, 1347810.2267492663 572910.5354559165, 1347808.3754703705 572910.1053631507, 1347806.5721666268 572909.5535906756, 1347804.8161265957 572909.001548973, 1347803.1077758619 572908.2664517754, 1347801.7790820203 572907.5929016465, 1347797.8413386017 572905.3895382695, 1347796.2754482557 572904.5935914427, 1347794.6619035557 572903.9196595976, 1347793.0486868736 572903.2457349971, 1347791.3874456408 572902.7551866595, 1347789.7262116561 572902.2643103063, 1347788.0173160713 572901.8957769474, 1347784.6470817025 572901.2194887662, 1347779.947503845 572900.419335798, 1347778.4757770947 572900.2339116286, 1347777.0040081684 572900.109855982, 1347776.0070301425 572900.1085199554, 1347771.7811257767 572900.2249267182, 1347770.1665335377 572900.2227539726, 1347768.505055037 572900.1591611578, 1347766.7008857199 572899.973617252, 1347764.9443358264 572899.7270988687, 1347763.1405716555 572899.4191531806, 1347761.336835184 572899.0504949978, 1347757.7766608968 572898.2518689128, 1347752.3655358907 572897.0231573402, 1347749.5649684486 572896.4086731048, 1347747.9036224966 572896.1012462949, 1347746.0994881687 572895.8546618881, 1347744.2956541632 572895.6687971991, 1347742.5390344474 572895.5443598303, 1347740.924407329 572895.6032275889, 1347739.310073298 572895.7231430901, 1347737.885386215 572895.9043487434, 1347736.1754154505 572896.2682869451, 1347732.0430950117 572897.4228205432, 1347730.950480309 572897.665507214, 1347730.0959627097 572897.6033215367, 1347729.66879125 572897.4196274423, 1347729.3845202313 572896.9916414352, 1347729.2431002292 572896.3810600354, 1347729.212184407 572894.4963024884)))"
Floodplain.8,"POLYGON ((1348239.166554307 573017.8577433217, 1348239.988941447 572980.608537546, 1348349.754345511 572983.0319313719, 1348348.6042517 573035.1243416773, 1348348.4334562328 573042.8603479222, 1348346.6763673758 573042.9800654567, 1348342.687586693 573043.3409502374, 1348341.0729233874 573043.4608586193, 1348339.4586230328 573043.519733702, 1348337.8443648685 573043.5172402008, 1348336.2297714413 573043.5150674796, 1348334.7579315722 573043.5130928598, 1348333.1913627428 573043.3275437444, 1348331.7672122067 573043.1425135102, 1348330.7227537595 573042.9579898161, 1348329.6786305741 573042.7731453512, 1348328.3969754514 573042.4662248737, 1348327.0681409496 573042.0368364895, 1348322.8916900374 573040.6266613815, 1348321.942435571 573040.3812292028, 1348320.565904513 573040.1352244545, 1348319.1417612426 573039.9498662079, 1348317.7172128388 573039.8869098321, 1348313.7761987408 573039.9423298585, 1348312.3991999293 573039.9404800565, 1348310.9750144938 573039.8164903753, 1348309.598455761 573039.6311981431, 1348307.9371784735 573039.2016900377, 1348306.3235278802 573038.7108794057, 1348303.903188129 573037.7306652638, 1348300.5816534741 573036.2606020296, 1348298.920851209 573035.5866109686, 1348297.2596510614 573035.0346937508, 1348296.357618187 573034.8503609255, 1348294.743785695 573034.6650810528, 1348291.5626585505 573034.4163186663, 1348290.1860576705 573034.2923950119, 1348288.8091709523 573034.1070955595, 1348287.1477888986 573033.8607091041, 1348284.015146893 573033.184743414, 1348282.6382601878 573032.9994439525, 1348281.6889009606 573032.9371334238, 1348280.8340197909 573032.9359810274, 1348280.2166633038 573033.0572326471, 1348279.7889189587 573033.3008150082, 1348279.5035652053 573033.6056287759, 1348279.4080745024 573034.1551896393, 1348279.217422009 573034.7042904096, 1348278.836822108 573035.1313812152, 1348278.4091127038 573035.3139230263, 1348277.839270853 573035.5573217694, 1348277.174364787 573035.6174668033, 1348276.0826499185 573035.4328843211, 1348274.943532462 573034.9427050651, 1348274.0424074603 573034.3307748882, 1348273.141387265 573033.5357230763, 1348270.9598295079 573031.6399101964, 1348269.584416 573030.6000648391, 1348268.161383044 573029.621193999, 1348266.6902628716 573028.9474526071, 1348265.1242318198 573028.3956674731, 1348263.6053801496 573027.9663502487, 1348262.134050363 573027.6588521262, 1348259.902708138 573027.2896139121, 1348259.1434710266 573027.0441106225, 1348258.3367120377 573026.6767882402, 1348257.8623609026 573026.3706261383, 1348256.2975798366 573024.7811662627, 1348255.5861019278 573024.2305262956, 1348254.8745119665 573023.8633359818, 1348253.5932271683 573023.4950542201, 1348252.3111742812 573023.3102076101, 1348249.6999376575 573023.3063780945, 1348248.417814904 573023.2436125815, 1348247.1836745553 573023.0588392488, 1348246.187275743 573022.6298986624, 1348245.333400021 573022.0183553227, 1348244.8591537103 573021.5290715982, 1348244.5276536925 573021.0403139845, 1348244.3386563112 573020.4293381361, 1348243.6266684677 573020.1842216777, 1348242.7726951786 573019.7554719418, 1348239.6885321166 573018.1026028969, 1348239.166554307 573017.8577433217))"
Floodplain.9,"MULTIPOLYGON (((1348348.4334562328 573042.8603479222, 1348348.6042517 573035.1243416773, 1348387.1793176082 573035.9760011907, 1348385.8577654178 573036.2572814833, 1348383.0554357974 573036.9859953207, 1348381.5830582143 573037.3502568111, 1348378.7332488906 573037.8957829567, 1348375.50381734 573038.3187214409, 1348374.1738653134 573038.6831737817, 1348373.6513148376 573038.8655908026, 1348370.943609416 573039.9610007703, 1348369.8985084724 573040.3258348182, 1348368.8058579513 573040.6295622773, 1348367.7135354476 573040.933296972, 1348366.0988371558 573041.1142459252, 1348364.436917302 573041.2340955375, 1348363.0123688239 573041.1711391801, 1348360.2111916475 573041.0449717058, 1348358.8341578215 573041.104162478, 1348357.5046735813 573041.224459833, 1348356.3171820529 573041.528062456, 1348353.9897835178 573042.1353337257, 1348352.754742413 573042.377829769, 1348351.4724375652 573042.6205950247, 1348350.1902170712 573042.7406231461, 1348348.4334562328 573042.8603479222)), ((1348494.1841326377 573038.3384489126, 1348599.4425866348 573040.6623371582, 1348598.0071001824 573105.6813514299, 1348595.5292277003 573107.5002203587, 1348591.679421389 573110.4256126612, 1348587.4963414138 573113.6560735705, 1348583.4565599202 573116.5201683452, 1348582.2208061065 573117.4341034567, 1348580.9369927512 573118.5924555887, 1348579.653507415 573119.7508149595, 1348577.180979888 573122.1897324045, 1348576.7022671087 573122.67569858, 1348533.36402238 573121.7188758381, 1348533.3568690089 573121.7009962281, 1348532.59888886 573120.4174896865, 1348531.746060429 573119.1341863367, 1348530.7983909564 573117.8507581567, 1348529.7554897878 573116.6889510326, 1348526.0101274487 573112.653998386, 1348524.3035350433 573110.575701765, 1348523.308288285 573109.2918795613, 1348522.455529728 573107.8864951114, 1348521.697947477 573106.4809147052, 1348521.1304728896 573104.8927975387, 1348520.6578465763 573103.3044771773, 1348519.8079304672 573099.8230937186, 1348519.3830284327 573097.9906771381, 1348519.0060389417 573096.158333835, 1348518.6765505178 573093.8987653783, 1348518.254308964 573090.295880643, 1348518.018844438 573088.8909976763, 1348516.9355516376 573082.6615398419, 1348516.5581292964 573081.0123110113, 1348516.037911185 573079.4242526665, 1348515.423222224 573077.7747081646, 1348514.6181529716 573076.1862681127, 1348513.7654714936 573074.658474587, 1348512.0602546406 573071.9084255977, 1348511.2547176178 573070.5641405745, 1348510.781371714 573069.6475872418, 1348510.402866856 573068.7311587238, 1348509.929765495 573067.3873214526, 1348509.1263934677 573064.5774358531, 1348508.6064407255 573063.1111378862, 1348507.9437970226 573061.5228887306, 1348507.1387000612 573059.9951612651, 1348506.2387620644 573058.4673089758, 1348503.6799209388 573054.6781046069, 1348502.7322514304 573053.3946765705, 1348501.6894478002 573052.0500759159, 1348500.5517405057 573050.827103543, 1348497.2802688747 573047.3421405464, 1348496.3321665446 573046.2418269673, 1348495.431613809 573045.2026199864, 1348494.6735215725 573044.1025632997, 1348493.9154992048 573042.8804254917, 1348493.4422930235 573041.7197099561, 1348493.2539452107 573040.5590480997, 1348493.397921001 573039.582283673, 1348493.8263078602 573038.7893434078, 1348494.159323302 573038.3621864351, 1348494.1841326377 573038.3384489126)))"
